Open,High,Low,Close,Adj Close
17.521999,17.653334,16.682667,16.712,16.712
16.770666,17.004667,16.700666,17.000668,17.000668
17.025999,17.177999,16.886667,16.985332,16.985332
17.046667,17.592667,17.000668,17.544001,17.544001
17.373333,18.038,17.316668,18.014668,18.014668
18.468,18.712,18.333332,18.496668,18.496668
18.556,18.639999,18.369333,18.492001,18.492001
18.535999,18.799999,18.480667,18.528,18.528
18.582001,18.645332,18.421333,18.553333,18.553333
19.126667,19.933332,18.972,19.901333,19.901333
19.792667,20.320667,19.635332,20.246668,20.246668
20.136,20.325333,19.613333,19.666668,19.666668
19.792,20.129333,19.606667,19.913334,19.913334
19.833332,20.179333,19.809999,20.169333,20.169333
20.610001,20.915333,20.580667,20.826,20.826
20.892,20.898001,20.366667,20.580667,20.580667
20.422667,20.563334,19.754667,19.789333,19.789333
19.780001,20.492666,19.686666,20.266666,20.266666
20.18,20.266666,19.912001,20.096001,20.096001
19.98,20.056,19.860001,20.016666,20.016666
20.164,20.441334,20.140667,20.368,20.368
20.434,20.610001,20.015333,20.167334,20.167334
20.133333,20.426666,20.028,20.373333,20.373333
20.614668,20.703333,20.401333,20.535334,20.535334
20.533333,20.931999,20.390667,20.919333,20.919333
20.824667,20.966667,20.6,20.677999,20.677999
20.779333,20.872667,20.5,20.575333,20.575333
20.655333,20.986668,20.533333,20.938,20.938
20.992001,21.816668,20.987333,21.521999,21.521999
21.6,21.844,21.104,21.259333,21.259333
21.177999,21.435333,20.696667,20.734667,20.734667
20.496,20.518,19.384001,19.697332,19.697332
19.866667,20.57,19.786667,20.556667,20.556667
20.726667,20.919333,20.388,20.479334,20.479334
20.625334,21.466,20.606667,21.417334,21.417334
21.437332,21.700001,21.208,21.681334,21.681334
21.559999,21.733334,21.306667,21.540001,21.540001
21.698668,21.799999,21.435333,21.653999,21.653999
21.225332,21.346666,20.835333,21.058666,21.058666
21.172667,21.337334,21.009333,21.134001,21.134001
20.959333,20.975332,20.366667,20.407333,20.407333
20.466667,20.929333,20.354,20.870667,20.870667
21.033333,21.1,20.68,20.722,20.722
20.853333,20.958,20.453333,20.690001,20.690001
20.697332,20.715334,20.232,20.257334,20.257334
20.434,20.733334,20.360001,20.681334,20.681334
20.734667,21.131332,20.520666,21.122,21.122
21.152,21.699333,21.087334,21.676001,21.676001
21.733334,22.418667,21.717333,22.34,22.34
22.512667,22.859333,22.344,22.733999,22.733999
22.933332,22.992001,22.486,22.691334,22.691334
22.651333,22.858667,22.395332,22.656668,22.656668
22.566668,23.229334,22.280666,23.154667,23.154667
22.98,23.966,22.664667,23.523333,23.523333
23.756001,24.033333,23.676001,23.976667,23.976667
24.25,24.793333,24.014668,24.666668,24.666668
24.961332,25.124666,23.653334,23.821333,23.821333
23.865999,24.299999,23.374666,23.934,23.934
24.507999,25.066668,24.440666,25.063334,25.063334
25.406,25.616667,25.087334,25.377333,25.377333
24.833332,25.030666,24.432667,25.022667,25.022667
25.198668,25.200666,24.673332,24.76,24.76
25.0,25.113333,24.52,24.653334,24.653334
25.111334,25.258667,24.648666,24.816,24.816
24.956667,25.132668,24.534666,25.093332,25.093332
25.199333,25.666668,24.904667,25.507334,25.507334
25.496668,25.799334,25.290001,25.563334,25.563334
25.779333,25.796667,24.873333,25.166,25.166
25.093332,25.093332,24.134666,24.158001,24.158001
24.445333,24.782667,24.167999,24.749332,24.749332
24.707333,24.733334,23.606667,24.049999,24.049999
24.247334,24.451332,23.974667,24.107332,24.107332
24.682667,24.756666,23.433332,23.507999,23.507999
23.146667,23.149332,21.755333,21.806,21.806
21.150667,21.386,20.42,20.588667,20.588667
20.9,21.133333,20.492001,20.881332,20.881332
20.860001,21.195999,20.208668,21.07,21.07
21.066668,21.818666,20.953333,21.814667,21.814667
22.026667,22.206667,21.633333,21.968,21.968
22.007334,22.106667,21.331333,21.560667,21.560667
21.546,21.894667,21.414667,21.851999,21.851999
21.702667,21.806667,20.896667,21.304667,21.304667
21.166668,21.941999,21.044001,21.882668,21.882668
21.882,22.110001,21.548,21.684,21.684
21.793333,22.014668,21.613333,21.994667,21.994667
21.964001,22.084,21.719999,21.893333,21.893333
22.016001,22.893333,22.000668,22.834667,22.834667
23.0,23.040001,22.276667,22.639999,22.639999
22.690666,23.033333,22.541332,22.923332,22.923332
23.066668,23.166668,21.752666,22.297333,22.297333
22.459333,22.639999,22.167334,22.337999,22.337999
22.366667,22.766001,21.402666,21.564667,21.564667
21.533333,21.629999,21.075333,21.304667,21.304667
21.262667,21.808001,20.747999,21.726,21.726
23.021999,23.333332,22.876667,23.139334,23.139334
23.133333,23.818001,22.886667,23.794001,23.794001
23.823334,23.965334,23.516666,23.677999,23.677999
23.835333,24.572001,23.826668,24.348,24.348
24.066668,24.666668,23.93,24.235332,24.235332
24.106667,24.443333,23.643999,23.693333,23.693333
23.798,24.084,23.574667,23.858,23.858
24.308666,24.510668,24.173332,24.253332,24.253332
24.346666,24.365999,23.958,24.155333,24.155333
24.200001,24.433332,24.167999,24.194,24.194
24.080667,24.219999,23.439333,23.461332,23.461332
23.527332,23.6,23.053333,23.164,23.164
